"","Series.Name","Series.Code","Country.Name","Country.Code","YR1992","YR1993","YR1994","YR1995","YR1996","YR1997","YR1998","YR1999","YR2000","YR2001","YR2002","YR2003","YR2004","YR2005","YR2006","YR2007","YR2008","YR2009","YR2010","YR2011","YR2012","YR2013","YR2014","YR2015","YR2016"
"932","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Eswatini","SWZ",71.1046511627907,71.046511627907,71.046511627907,71.046511627907,71.046511627907,71.1046511627907,71.1046511627907,71.1046511627907,71.1046511627907,71.1627906976744,71.1627906976744,71.1627906976744,71.1627906976744,71.1627906976744,71.1627906976744,71.1627906976744,71.1627906976744,71.046511627907,71.046511627907,71.046511627907,71.046511627907,71.046511627907,71.046511627907,71.046511627907,71.046511627907
"933","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Ethiopia","ETH",NA,30.54,30.472,30.5,30.5,30.492,30.508,30.676,30.662,30.605400390625,30.498,31.607,33.101,33.591,34.219,35.077,34.513,34.985,35.683,36.32519921875,36.488,36.259,36.259,36.259,36.259
"934","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Faroe Islands","FRO",2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132,2.1489970407132
"935","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Fiji","FJI",23.8095238095238,23.8095238095238,23.7000547345375,24.0831964969896,24.0831964969896,24.0831964969896,23.535851122058,23.4263820470717,23.4263820470717,23.4263820470717,23.4263820470717,23.4263820470717,23.4263820470717,23.4263820470717,23.4263820470717,23.3716475095785,23.4263820470717,23.4044885661476,23.2621784345922,23.2621784345922,23.2621784345922,23.2621784345922,23.2621784345922,23.2621784345922,23.2621784345922
"936","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Finland","FIN",7.90078466134804,7.8259297782983,7.91851309085574,7.36728060671723,7.2819199579763,7.05866903050002,7.19655930923537,7.22742014624167,7.2819199579763,7.2950523654749,7.34101579172002,7.37384681046653,7.39682852358909,7.46511720288956,7.56568363035786,7.54677859299467,7.55643271583991,7.55676209279368,7.541625213372,7.5244335044136,7.51949750783589,7.43196551383724,7.46026554890339,7.48050377527475,7.48576881313547
"937","Agricultural land (% of land area)","AG.LND.AGRI.ZS","France","FRA",55.4897490242686,55.3199064895857,55.1621165826895,55.0622178119219,54.9637850458956,54.8602337475005,54.7513891375826,54.6584315960761,54.4360796320941,54.2642292270887,54.076852040436,53.9083391234258,53.7987146977949,53.6755092345909,53.5336040576256,53.3389218402565,53.1635976249333,52.998867341078,52.827926944534,52.7408105848571,52.6790839909002,52.5492316403422,52.5360837509851,52.4637632255604,52.4475441661716
"938","Agricultural land (% of land area)","AG.LND.AGRI.ZS","French Polynesia","PYF",11.7486338797814,11.7486338797814,11.7486338797814,11.7486338797814,11.7486338797814,11.7486338797814,11.7486338797814,11.7486338797814,11.7486338797814,11.7486338797814,12.2950819672131,12.2950819672131,12.2950819672131,12.2950819672131,12.2950819672131,12.2950819672131,12.2950819672131,12.1584699453552,12.1584699453552,12.431693989071,12.431693989071,12.431693989071,12.431693989071,12.431693989071,12.431693989071
"939","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Gabon","GAB",20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435,20.0256141576435
"940","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Gambia, The","GMB",55.1383399209486,55.0395256916996,55.0395256916996,55.0395256916996,55.0395256916996,55.0395256916996,54.5454545454545,54.5454545454545,54.5454545454545,53.3596837944664,51.0869565217391,50.098814229249,50.8893280632411,52.0750988142293,48.9130434782609,48.9130434782609,54.5454545454545,59.5849802371541,60.7707509881423,60.7707509881423,59.7826086956522,59.7826086956522,59.7826086956522,59.7826086956522,59.7826086956522
"941","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Georgia","GEO",46.4671175708735,45.0136710318031,44.5675636782271,43.8624262483811,43.675348971075,43.7041300906605,43.8192545690027,43.157288818535,43.1716793783278,43.2148510577061,43.2292416174989,43.2580227370845,35.8612750035976,36.2642106777954,36.2354295582098,36.221038998417,36.1778673190387,35.9476183623543,35.4007770902288,35.1475018325479,35.0410130954094,35.7763721061484,34.7684567361311,34.7978140402396,34.4510001439056
"942","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Germany","DEU",48.5521152579269,49.1578826764436,49.5774970639627,49.6791750214838,49.6634105817984,49.6404526572124,49.776517105037,49.1489483638031,48.9124516406362,48.8220120378332,48.6355558103537,48.7400017201342,48.7799982796686,48.8330083725198,48.5948612066988,48.6133019760805,48.5356968706078,48.4380826711798,47.9100324181656,47.9659169153087,47.8108681930338,47.8588626461821,47.9363714531384,47.9592062964195,47.6786123196703
"943","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Ghana","GHA",55.9022589434825,56.2538454777182,56.6933286455129,57.5722949811022,58.4512613166916,59.8927661070581,61.6594884415927,62.3187131932847,63.4174211127714,63.7690076470071,64.3007822800387,65.1973279423398,66.3619583369957,66.3619583369957,67.240924672585,67.6804078403797,68.5593741759691,68.5593741759691,68.647270809528,69.0867539773227,68.9988573437637,68.9988573437637,68.9988573437637,68.9988573437637,68.9988573437637
"944","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Gibraltar","GIB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Greece","GRC",71.1171450737005,71.0628394103957,71.1404189294026,71.0938712179985,71.155934833204,69.7051978277735,68.1303335919317,67.2614429790535,66.1675717610551,65.4615981380915,64.7245927075252,64.0186190845617,62.6842513576416,62.1024049650892,61.0007757951901,60.1474010861133,59.4026377036462,58.6501163692785,58.0993017843289,57.377812257564,56.5011636927851,55.4926299456943,48.1070597362296,48.0915438324282,47.6027928626843
"946","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Greenland","GRL",0.694761468822019,0.695639440878671,0.696517412935323,0.697395384991976,0.698273357048627,0.582044083070981,0.582774995610286,0.583505908149592,0.584236820688898,0.584967733228203,0.58569860859175,0.586429521131056,0.587160433670362,0.587891346209667,0.588622258748973,0.58935313411252,0.590084046651826,0.590814959191132,0.591545871730437,0.592276784269743,0.59300765963329,0.592203696733388,0.592228046853588,0.592276784269743,0.592301134389943
"947","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Grenada","GRD",35.2941176470588,35.2941176470588,35.2941176470588,32.3529411764706,32.3529411764706,32.3529411764706,32.3529411764706,35.2941176470588,35.2941176470588,38.2352941176471,38.2352941176471,35.2941176470588,35.2941176470588,20.5882352941176,20.5882352941176,20.5882352941176,20.5882352941176,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059
"948","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Guam","GUM",37.037037037037,37.037037037037,37.037037037037,37.037037037037,37.037037037037,37.037037037037,37.037037037037,37.037037037037,37.037037037037,37.037037037037,37.037037037037,37.037037037037,37.037037037037,37.037037037037,37.037037037037,35.1851851851852,35.1851851851852,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333
"949","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Guatemala","GTM",39.9869354236656,41.8253079507279,42.1052631578947,42.1052631578947,42.1052631578947,42.1985815602837,41.3400522583053,41.4333706606943,41.6666666666667,41.9466218738335,42.2265770810004,47.2564389697648,44.7928331466965,42.5718551698395,40.126913027249,41.190742814483,38.615154908548,37.7336696441069,36.9734983027716,36.3066453638251,35.5464717442085,34.7209775212008,35.4031359539766,35.9835759611795,35.9835759611795
"950","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Guinea","GIN",57.1992511802051,57.1870421618102,57.170763470617,57.0730913234576,56.6376363340387,56.1614846166368,55.8155624287807,55.103369689077,54.8958163763633,55.103369689077,55.9173042487384,56.3446198925606,56.6905420804167,57.4678495848934,57.5044766400781,57.7079602799935,57.9521406478919,57.992837375875,58.1963210157903,58.1963210157903,58.603288295621,59.0102555754517,59.0102555754517,59.0102555754517,59.0102555754517
"951","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Guinea-Bissau","GNB",51.4580369843528,52.1692745376956,52.524893314367,52.8449502133713,53.0583214793741,54.6586059743954,54.6586059743954,56.4722617354196,57.8947368421053,57.8947368421053,57.2190611664296,56.8990042674253,57.2546230440967,57.2546230440967,57.2546230440967,57.2546230440967,57.2546230440967,57.2546230440967,57.9658605974395,57.9658605974395,57.9658605974395,57.9658605974395,57.9658605974395,57.9658605974395,57.9658605974395
"952","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Guyana","GUY",8.80873761747523,8.80873761747523,8.80873761747523,8.80873761747523,8.80873761747523,8.80873761747523,8.80873761747523,8.81381762763525,8.67665735331471,8.67665735331471,8.67665735331471,8.67665735331471,8.67665735331471,8.5242570485141,8.5242570485141,8.5242570485141,8.5242570485141,8.5242570485141,8.5242570485141,8.5242570485141,8.5242570485141,8.53441706883414,8.53441706883414,8.58521717043434,8.63601727203454
"953","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Haiti","HTI",57.1480406386067,57.1480406386067,57.8737300435414,57.6923076923077,57.6923076923077,61.3207547169811,61.3207547169811,61.3207547169811,61.3207547169811,60.5950653120465,60.5950653120465,60.5950653120465,60.5950653120465,60.5950653120465,60.5950653120465,66.0377358490566,64.2235123367199,65.1788808437841,67.8519593613933,66.4005805515239,64.2235123367199,66.7634252539913,66.7634252539913,66.7634252539913,66.7634252539913
"954","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Honduras","HND",29.9848065063902,31.7097148985611,31.4594691214586,31.1019751541693,31.1019751541693,30.3423004736795,30.3423004736795,29.82393422111,26.2311198498525,26.2400571990348,27.0622933238002,28.1794619715792,28.0632764322102,28.1526499240325,28.2420234158549,28.2420234158549,28.4565197962284,28.5816426847797,28.8676378586111,28.8676378586111,28.9123246045223,28.9123246045223,28.9123246045223,28.9123246045223,28.9123246045223
"955","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Hong Kong SAR, China","HKG",8.08080808080808,8.08080808080808,8.08080808080808,7.61904761904762,7.61904761904762,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,6.66666666666667,5.71428571428571,5.71428571428571,5.71428571428571,5.71428571428571,5.23809523809524,5.23809523809524,4.85714276631673,4.85714276631673,4.85714276631673,4.85714276631673,4.76190476190476
"956","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Hungary","HUN",68.2763992433515,68.2172267972401,68.1281994213221,68.7625194747385,68.8181615846873,68.9866369710468,68.9643652561247,68.8864142538976,65.32024101763,65.4429814773488,65.264449899576,65.4429814773488,65.431823253738,65.4279656288361,64.8253543131347,64.8030353755161,64.6133244057583,63.8793770020987,59.0191096873964,58.9528333149232,58.9638793770021,58.0691483486137,58.1464707831658,58.1464707831658,58.3563459626643
"957","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Iceland","ISL",18.9625935162095,18.9526184538653,18.9526184538653,18.9426433915212,18.9226932668329,18.9027431421446,18.8628428927681,18.8428927680798,18.8428927680798,18.8428927680798,18.8229426433915,18.8029925187032,18.7930174563591,18.7730673316708,18.7630922693267,18.713216957606,18.713216957606,18.7032418952618,18.6932668329177,18.6852862959789,18.6753112336347,18.6753112336347,18.6753112336347,18.6733167082294,18.6733167082294
"958","Agricultural land (% of land area)","AG.LND.AGRI.ZS","India","IND",60.9799575540076,61.0058556634457,60.9752488068371,60.8588754839079,60.7391387701425,60.8709836909178,60.8349954089715,60.8844372542623,60.8689656564162,60.7048321836142,60.7293849367178,60.6247834817149,60.6671622062499,60.5834137744308,60.5094191760365,60.4132261981239,60.4593046525785,60.5639061075814,60.3974182611942,60.4300431523044,60.4206256579633,60.4394606466455,60.4471964455686,60.4471964455686,60.4471964455686
"959","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Indonesia","IDN",22.8260569561209,23.1931418603753,23.1683015285084,23.7241729549507,23.7186528812025,24.027225003726,24.2204275849125,25.3244423345496,26.0420519218137,26.3307517788438,26.5962673261315,28.1556881599938,29.4584255645655,28.6193743548414,28.4283798031542,29.256390865382,29.8083982402005,30.6916100399101,30.6916100399101,31.1884166772468,31.1884166772468,31.4644203646561,31.4644203646561,31.4644203646561,31.4644203646561
"960","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Iran, Islamic Rep.","IRN",39.162921486284,39.3870183452442,39.39008816523,39.4214003290847,39.5558584444608,39.1905498661558,39.7768854834353,39.1015250865689,38.6085119968565,39.1850241901815,39.3207102335519,39.4563962769223,39.5920823202927,29.2437191483091,29.3794051916796,29.51509123505,28.6629092070041,28.6636454841413,28.5735150897001,28.4833870935558,28.3932566991147,28.2141015250866,28.2141015250866,28.2141015250866,28.2141015250866
"961","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Iraq","IRQ",21.8350595605551,22.5667055353591,21.3777808263027,20.8061824084871,20.8061824084871,19.8001691931317,20.3489036742346,20.0059446235453,18.9770674714772,19.4114822690171,20.2117200539589,19.8687610032695,19.8687610032695,21.4692365731532,20.5546791046482,20.8976381553376,18.7255641676384,18.0742309817646,18.9261374102045,19.6859458463805,19.7285411678025,20.4173650178964,21.3508454492604,21.4222529591242,21.4222529591242
"962","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Ireland","IRL",64.0586442154159,63.9280011612716,63.7247786326027,63.7102627376978,63.0134997822616,64.3199303237045,64.1021919001306,64.1312236899405,64.044128320511,64.0150965307011,63.478008419219,63.4344607345043,62.4909275656844,62.4473798809697,61.837712294963,62.0699666134417,60.9682116077261,60.8070837567136,66.3086079256786,66.1199012919147,65.8005516040064,64.9876614893308,64.8279866453767,64.3054144287995,64.5376687472783
"963","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Isle of Man","IMN",70.8771956594367,71.5789460299307,72.4561390123868,73.1578960753325,73.8596464458265,74.5614035087719,75.4385964912281,76.1403535541735,76.8421039246675,77.5438609876132,79.6491254839981,80.2982464171293,80.3508758544921,80.8947379128975,74.3157905444765,73.894734968219,77.6842083847314,76.1754353841146,76.105265031781,74.7543870357046,67.3684237296121,68.0701741001061,68.2456167120682,70.8771956594367,69.8245600650184
"964","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Israel","ISR",26.6635859519408,26.6635859519408,26.7560073937153,26.4787430683919,26.0628465804067,26.0166358595194,25.9704251386322,25.8317929759704,26.1552680221811,25.9242144177449,26.0166358595194,25.4621072088725,23.7292051756007,23.775415896488,23.512014223335,23.9417733634907,23.8262465612725,24.1497216074833,23.3133086876155,23.8909426987061,24.3160818949645,24.0434375135383,24.8475051851678,24.671905009892,24.5841035120148
"965","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Italy","ITA",54.3266124919248,54.0954064805685,53.3881880928904,52.1335554724423,52.1879568868791,52.1743565332699,52.6469688211894,53.7179966679134,53.167182346741,52.7081704124307,51.9295501683044,50.6799483239274,50.5983545250561,50.0985925069695,48.286530223703,48.1471408172979,49.1507452074267,47.5365485504352,48.7108173138217,47.0952594321582,46.6750526959951,46.338478275651,44.747399197661,44.0096552661998,43.2345141769226
"966","Agricultural land (% of land area)","AG.LND.AGRI.ZS","Jamaica","JAM",43.9519852262235,46.4450600184672,46.1680517082179,45.8910433979686,45.6140350877193,45.1523545706371,44.6906740535549,44.5060018467221,44.2289935364728,44.2289935364728,43.7673130193906,43.7673130193906,43.5826408125577,43.1209602954755,43.1209602954755,42.8439519852262,41.4589104339797,41.4589104339797,40.9972299168975,40.9972299168975,40.9972299168975,40.9972299168975,40.9972299168975,40.9972299168975,40.9972299168975
